short_name,age,height_cm,weight_kg,overall,potential,pace,shooting,passing,dribbling,defending,physic,player_positions,position_category
M. Mitsuta,21,170,62,58,67,73,53,52,62,25,38,"RW, CAM",ATTACKER
Leonço,28,185,73,58,58,62,58,40,51,24,60,ST,ATTACKER
Y. Cassubie,20,184,78,58,65,63,34,51,55,55,64,"CDM, RB",MIDFIELDER
F. García,23,178,82,58,64,55,57,39,54,26,62,ST,ATTACKER
R. Hope-Gund,21,185,77,58,68,69,29,41,46,57,63,CB,DEFENDER
T. Bloxham,17,195,82,58,72,72,55,45,54,23,66,ST,ATTACKER
M. Bangré,20,170,65,58,74,62,43,58,57,45,48,LM,MIDFIELDER
J. Pérez,20,175,67,58,68,62,54,54,61,52,55,"CM, CDM",MIDFIELDER
A. Parsons,21,180,75,58,72,83,54,45,62,24,50,"RW, LW",ATTACKER
J. Troya,20,183,68,58,69,77,46,52,58,32,58,"RM, RW",MIDFIELDER
D. Wolfe,19,185,79,58,71,64,43,49,57,53,55,"LB, LW, RW",DEFENDER
L. Britton,20,193,75,58,70,60,56,41,53,25,68,ST,ATTACKER
A. Calut,18,180,66,58,73,70,26,48,58,53,52,LB,DEFENDER
H. Tebily,19,182,75,58,72,70,57,51,59,22,55,ST,ATTACKER
A. Al Harthi,22,177,63,58,66,74,50,53,58,24,50,"RM, LM",MIDFIELDER
F. Winther,21,185,75,58,68,67,39,54,56,55,70,CM,MIDFIELDER
K. Davis,33,172,74,58,58,52,51,56,59,54,65,CM,MIDFIELDER
F. Freissegger,20,184,75,58,68,60,29,51,56,53,55,"RB, RM",DEFENDER
A. Nastos,32,182,78,58,58,51,31,39,35,57,67,"CB, CDM",DEFENDER
D. Stirpe,18,176,73,58,74,76,32,47,53,54,57,RB,DEFENDER
M. Seiffert,20,180,74,58,66,75,54,54,62,28,49,LW,ATTACKER
V. Cherny,18,178,70,58,76,60,48,57,62,37,51,CAM,ATTACKER
C. Makreckis,21,181,71,58,66,75,41,51,61,34,54,"RM, CAM, LM",MIDFIELDER
K. Schmidt,19,186,79,58,70,55,24,42,36,58,66,CB,DEFENDER
S. Risch,21,178,68,58,67,68,36,52,58,52,54,"LB, LM",DEFENDER
D. Sokół,22,185,69,58,67,74,56,47,57,19,57,ST,ATTACKER
P. Czarnowski,23,180,75,58,62,73,60,40,56,21,58,ST,ATTACKER
M. Amedick,19,184,79,58,73,64,32,49,52,58,63,CDM,MIDFIELDER
M. Hansen,18,188,70,58,74,71,57,54,57,40,51,RW,ATTACKER
C. Taylor,19,190,86,58,71,61,26,37,41,58,65,CB,DEFENDER
C. Calzadilla,19,180,70,58,74,76,49,52,56,28,52,RM,MIDFIELDER
A. Cissoko,21,191,79,58,67,61,28,37,45,57,67,CB,DEFENDER
T. Tymosiak,28,182,73,58,58,64,36,52,44,57,59,"CDM, CM",MIDFIELDER
J. N'Guessan,18,177,80,58,74,70,53,61,61,38,57,CM,MIDFIELDER
K. Knap,19,180,71,58,71,63,47,54,57,52,64,"CDM, CAM",MIDFIELDER
R. Thorkelsson,19,188,77,58,72,64,24,40,43,57,68,"CB, LB",DEFENDER
H. Muller,19,191,79,58,74,61,29,41,47,58,64,"CB, RB",DEFENDER
D. Atmaca,18,174,67,58,72,81,50,50,61,26,42,LM,MIDFIELDER
M. Franke,19,175,68,58,70,80,53,49,61,23,45,LW,ATTACKER
S. El-Faouzi,18,178,68,58,76,64,52,54,63,35,46,CAM,ATTACKER
A. Zárate,20,172,70,58,66,64,46,56,62,49,51,CM,MIDFIELDER
L. Griebsch,17,179,75,58,73,68,44,51,55,53,63,"LB, CM",DEFENDER
H. Arai,23,168,65,58,64,75,50,54,59,37,56,LM,MIDFIELDER
A. Musi,16,180,70,58,77,82,51,52,61,27,50,"LW, CAM",ATTACKER
B. Klefisch,18,179,67,58,75,62,45,59,58,59,58,CM,MIDFIELDER
Miguel Muñoz,24,182,70,58,63,63,31,48,44,60,58,CB,DEFENDER
D. Toma,21,176,67,58,69,59,45,53,56,48,53,"CM, CDM, RM",MIDFIELDER
W. Swedberg,17,185,67,58,77,68,51,55,64,47,57,"CM, CF",MIDFIELDER
C. Gavra,28,186,82,58,58,66,56,44,55,26,70,ST,ATTACKER
K. Zinovich,18,194,80,58,76,62,51,58,60,44,62,CAM,ATTACKER
F. Pollock,17,178,68,58,77,68,46,55,61,39,51,CAM,ATTACKER
M. Król,21,173,73,58,64,74,37,47,54,54,66,RB,DEFENDER
A. Dragu,21,171,65,58,67,81,46,49,61,49,55,LB,DEFENDER
T. Le Normand,20,178,75,58,68,71,52,53,61,29,56,LM,MIDFIELDER
D. Lelle,18,178,62,58,75,55,32,36,43,62,49,CB,DEFENDER
H. Gangstad,19,183,70,58,70,72,32,38,58,56,54,LB,DEFENDER
M. Ben Fredj,21,176,61,58,68,57,61,42,55,20,44,ST,ATTACKER
S. Mischitz,17,175,60,58,72,66,27,48,58,53,48,"RB, CDM, CM",DEFENDER
N. Bischof,18,188,75,58,71,71,56,42,61,22,53,"ST, CF",ATTACKER
E. Bejic,20,180,70,58,68,73,38,43,44,58,58,"CB, CDM",DEFENDER
J. Botué,18,175,70,58,73,77,56,37,66,14,35,"LW, ST",ATTACKER
K. Custovic,21,187,82,58,66,67,47,56,58,56,66,CM,MIDFIELDER
M. Parker,22,183,82,58,66,70,34,54,47,54,62,CDM,MIDFIELDER
V. Míka,21,189,79,58,68,60,23,35,42,57,69,CB,DEFENDER
N. Nadje,17,185,72,58,74,61,60,45,55,25,52,ST,ATTACKER
J. Rufidis,20,180,75,58,64,66,46,52,54,56,65,CDM,MIDFIELDER
O. Boissy,22,191,80,58,65,52,57,35,51,27,68,ST,ATTACKER
Mateus Criciúma,22,176,71,58,66,84,53,45,63,24,43,RW,ATTACKER
A. Dziedzic,18,185,75,58,73,58,46,53,57,53,55,CM,MIDFIELDER
M. Alfarela,23,173,67,58,65,63,57,48,62,25,48,ST,ATTACKER
K. Nwoko,23,188,88,58,64,55,57,39,49,22,67,ST,ATTACKER
R. Pessel,17,186,79,58,71,69,53,54,57,58,66,CM,MIDFIELDER
S. Cissé,22,190,80,58,64,57,28,41,39,57,66,CB,DEFENDER
J. Campbell,21,182,74,58,66,71,58,59,59,51,64,"CM, LM, RB",MIDFIELDER
J. Nodake,26,177,75,58,58,67,48,53,62,40,61,"RM, RB",MIDFIELDER
M. Dabre,18,168,67,58,74,92,51,50,59,42,60,"CAM, RM, CM",ATTACKER
Kelvin Patrick,20,185,69,58,67,60,41,47,51,55,68,"CDM, CM",MIDFIELDER
D. Ayala,21,180,70,58,68,61,57,51,58,51,61,CM,MIDFIELDER
K. van der Kaap,22,190,82,58,66,63,23,31,39,59,66,CB,DEFENDER
D. Crisostomo,24,175,68,58,66,57,33,49,55,57,61,"CDM, CM",MIDFIELDER
A. Sporrong,21,183,70,58,67,62,54,56,57,49,63,CM,MIDFIELDER
F. Bayır,21,187,80,58,68,59,30,38,37,59,60,CB,DEFENDER
J. Mvuka,18,173,65,58,76,68,52,50,64,40,37,LW,ATTACKER
F. Al Obaid,28,178,71,58,58,69,39,49,53,55,59,LB,DEFENDER
S. Tamayo,18,165,65,58,75,60,54,54,59,53,57,CM,MIDFIELDER
M. Spiridakis,20,178,70,58,66,68,58,54,60,28,44,"LW, CAM",ATTACKER
Alex Rodríguez,19,178,73,58,72,66,26,41,49,54,59,RB,DEFENDER
A. Akurugu,19,174,70,58,73,63,25,43,48,55,57,LB,DEFENDER
L. Everink,20,179,76,58,70,73,31,41,54,57,60,RB,DEFENDER
D. Williams,17,170,64,58,75,65,35,45,59,52,50,LB,DEFENDER
Bernardo Vilar,23,192,85,58,68,64,24,37,45,58,64,CB,DEFENDER
A. Moran,17,177,73,58,79,62,54,54,63,39,50,CAM,ATTACKER
C. Ciucureanu,21,186,75,58,65,66,50,51,59,31,58,"RM, LM",MIDFIELDER
Kevin,22,180,75,58,70,61,56,59,56,30,48,"RM, LM, CAM",MIDFIELDER
L. Bogarde,17,183,70,58,81,60,44,52,59,57,60,"CB, LB",DEFENDER
J. Bynoe,17,175,70,58,74,69,44,55,61,52,54,CM,MIDFIELDER
D. Schmidt,20,185,76,58,67,62,29,42,46,59,63,CB,DEFENDER
D. Iacoponi,19,175,73,58,75,68,58,51,61,25,48,LW,ATTACKER
P. Nowack,18,171,67,58,76,80,53,50,61,49,51,LM,MIDFIELDER
F. Alidou,19,186,75,58,70,69,54,54,61,27,52,LW,ATTACKER
T. Small,16,175,68,58,77,77,31,41,56,53,53,LB,DEFENDER
A. Mbengue,19,180,75,58,73,58,31,33,36,62,56,"CB, CDM",DEFENDER
Heron,20,186,73,58,68,64,37,50,53,54,64,LB,DEFENDER
A. Camblan,18,168,60,58,72,65,46,60,63,40,40,CAM,ATTACKER
J. Riascos,17,178,66,58,75,64,55,53,60,56,58,CM,MIDFIELDER
J. Micolta,19,171,68,58,68,65,58,57,59,56,56,"CM, CDM",MIDFIELDER
J. Hiniestroza,18,176,72,58,71,60,52,54,56,56,60,"CDM, CM",MIDFIELDER
J. Riasco,17,187,83,58,80,60,59,48,56,27,58,ST,ATTACKER
D. Mejía,18,163,58,58,76,70,43,52,58,52,53,RB,DEFENDER
A. Vera,17,185,82,58,78,62,33,54,51,55,65,"CB, LB",DEFENDER
G. Paredes,18,172,69,58,73,68,52,56,55,51,57,"RM, RB",MIDFIELDER
G. Mina,17,182,72,58,78,65,29,48,47,59,61,"CB, RB",DEFENDER
Jonatas Santos,19,176,65,58,70,81,60,47,60,22,58,"RM, CAM",MIDFIELDER
G. Kumar,30,178,77,57,57,68,46,42,51,54,66,LB,DEFENDER
Zhu Ting,35,178,67,57,57,44,49,56,60,55,61,"RB, RM, RW",DEFENDER
D. Corcoran,32,184,82,57,57,53,55,51,55,28,63,ST,ATTACKER
R. Connolly,29,177,76,57,57,58,51,59,58,55,64,"CM, CAM",MIDFIELDER
N. Maripuu,29,183,79,57,57,57,46,51,62,50,64,CM,MIDFIELDER
H. Douglas,28,191,85,57,57,47,34,46,48,54,73,CB,DEFENDER
S. Otayf,30,170,63,57,57,55,57,56,63,29,60,"ST, CAM",ATTACKER
M. Attiyah,29,171,68,57,57,61,54,55,62,43,59,"CM, CAM",MIDFIELDER
M. Smith,25,178,70,57,62,69,51,56,60,52,62,"CM, CDM",MIDFIELDER
An Jin Beom,29,175,66,57,57,69,58,58,63,45,47,"CM, LM",MIDFIELDER
Zhang Yuan,31,187,76,57,57,77,39,50,60,55,65,"CB, RWB, RM",DEFENDER
W. Randall,24,180,65,57,62,77,44,50,59,40,54,"LM, RM",MIDFIELDER
Feng Gang,28,177,64,57,57,78,46,56,60,54,51,CM,MIDFIELDER
R. Donelon,25,171,71,57,60,63,34,55,56,52,59,"LB, LM",DEFENDER
Gao Jiarun,26,184,75,57,58,71,38,47,57,56,68,"CB, CDM, CM",DEFENDER
Ji Xiaoxuan,28,177,73,57,57,68,50,53,61,29,41,CAM,ATTACKER
J. Akintunde,25,175,75,57,62,74,55,46,58,27,66,ST,ATTACKER
Dong Yanfeng,25,182,75,57,62,76,27,47,58,56,63,"CB, RB",DEFENDER
Wang Peng,28,185,70,57,57,65,52,52,56,57,69,"CM, CB",MIDFIELDER
Wang Qiuming,28,174,65,57,57,73,53,57,59,46,66,"CM, CDM",MIDFIELDER
R. Singh,30,170,68,57,57,69,26,39,48,54,66,RB,DEFENDER
M. Kempter,26,181,75,57,60,68,30,44,54,55,54,LB,DEFENDER
Kim Gyeong Jae,27,183,76,57,58,64,33,50,57,58,63,"CDM, CB, RM",MIDFIELDER
C. Goddard,24,178,65,57,62,69,53,55,59,31,50,"RM, CAM",MIDFIELDER
Song Wenjie,30,185,74,57,57,65,56,51,58,32,64,"ST, RW",ATTACKER
M. Al Mutlaq,23,165,66,57,66,72,40,52,57,52,58,RB,DEFENDER
Kim Woo Suk,24,187,74,57,60,38,25,37,40,56,66,"CB, LM",DEFENDER
T. Olusanya,23,176,68,57,66,84,53,41,59,22,41,"ST, LM",ATTACKER
U. Singh,25,170,66,57,60,85,51,49,59,32,59,RM,MIDFIELDER
A. Brody,26,178,61,57,60,66,38,51,55,55,60,"RB, LB",DEFENDER
Gao Huaze,23,175,67,57,63,70,56,49,59,42,61,"LM, RM, LW",MIDFIELDER
R. Longdon,23,178,77,57,62,81,53,46,58,28,51,"RW, CAM",ATTACKER
P. Sánchez,23,180,64,57,66,66,50,49,57,36,38,"CAM, ST",ATTACKER
M. Rafique,30,172,65,57,57,67,47,53,52,49,58,"RB, RM",DEFENDER
A. Baldwin,24,183,70,57,64,66,22,39,46,56,65,"CB, RWB, RB",DEFENDER
M. Al Saeed,24,175,71,57,63,70,42,57,60,50,53,"LW, LB",ATTACKER
O. Al Saleem,24,183,70,57,62,73,38,51,55,51,62,"LB, CB",DEFENDER
A. Al Yousif,24,175,74,57,64,71,39,50,51,53,64,LB,DEFENDER
S. Nombe,22,180,75,57,67,75,54,49,58,26,67,ST,ATTACKER
T. Frost,21,172,75,57,68,74,52,52,61,40,52,"LM, RM",MIDFIELDER
S. Blaney,22,191,79,57,65,61,28,43,43,55,67,CB,DEFENDER
C. Brown,21,183,78,57,65,62,55,42,54,24,60,ST,ATTACKER
L. Coyle,21,175,67,57,70,57,44,54,57,53,59,"CDM, CM",MIDFIELDER
J. Hickman,22,173,67,57,65,73,40,49,55,51,54,"RWB, RB",DEFENDER
H. Shirai,21,172,63,57,66,68,55,51,62,20,46,"ST, RM",ATTACKER
E. Crona,21,190,80,57,71,76,55,38,56,19,66,ST,ATTACKER
J. Lundstram,22,175,61,57,66,65,50,54,59,53,55,CM,MIDFIELDER
L. Kunga,22,173,68,57,69,70,50,50,64,27,40,"LM, CF",MIDFIELDER
J. Svedberg,22,178,73,57,64,67,43,53,60,53,61,"CM, CAM",MIDFIELDER
E. Chapman,20,188,74,57,71,67,45,60,58,49,60,CM,MIDFIELDER
Dai Wai-Tsun,21,177,68,57,67,70,49,57,61,49,58,CM,MIDFIELDER
A. Alese,20,185,70,57,70,71,35,39,46,56,63,"CB, LB",DEFENDER
A. Jarvis,23,188,80,57,64,64,54,37,54,24,65,ST,ATTACKER
Zhang Huachen,23,176,68,57,65,70,42,52,54,56,58,"CDM, CM",MIDFIELDER
Qiu Tianyi,32,192,80,57,57,77,27,32,49,52,73,CB,DEFENDER
O. Gallacher,22,174,60,57,67,73,49,45,55,54,47,LB,DEFENDER
J. Olowu,21,185,75,57,68,58,30,38,45,58,60,CB,DEFENDER
S. Bergier,21,184,76,57,66,63,56,50,57,24,57,ST,ATTACKER
Kim Jae Woo,23,187,84,57,63,80,45,39,41,54,69,CB,DEFENDER
P. Niyongabire,21,168,78,57,69,88,44,45,63,29,54,RM,MIDFIELDER
T. Abraham,20,185,78,57,70,69,59,38,54,23,59,"ST, RW, LW",ATTACKER
J. Evans,20,173,64,57,71,67,47,51,52,52,66,LWB,DEFENDER
A. Lesiotis,21,170,65,57,64,65,36,50,56,53,58,"CDM, CM, RB",MIDFIELDER
E. Dixon-Bonner,20,180,66,57,73,64,51,56,61,53,53,CDM,MIDFIELDER
M. Castaño,22,175,64,57,67,69,46,56,63,40,42,CAM,ATTACKER
A. Bærtelsen,21,190,78,57,71,61,25,38,48,55,64,CB,DEFENDER
Iker Pozo,20,178,74,57,72,66,44,56,56,51,55,CDM,MIDFIELDER
N. Morahan,21,178,66,57,66,62,51,56,59,54,57,"CDM, CM",MIDFIELDER
S. Kodama,22,166,62,57,64,70,47,54,62,24,41,LM,MIDFIELDER
S. Sherring,21,180,76,57,72,64,28,37,45,57,66,CB,DEFENDER
P. Patterson,20,178,70,57,71,77,51,56,59,41,42,"CAM, LM, RM",ATTACKER
B. Lyons-Foster,20,185,74,57,74,57,28,40,40,57,61,CB,DEFENDER
W. Pleśnierowicz,20,186,82,57,68,65,28,35,40,58,63,CB,DEFENDER
H. Sobol,21,183,74,57,68,68,59,41,53,30,58,ST,ATTACKER
E. Patoulidis,19,174,64,57,71,71,55,50,64,31,43,"CAM, CM",ATTACKER
A. Al Yami,24,172,69,57,64,84,56,46,58,20,53,"ST, LM",ATTACKER
F. Tauchhammer,19,183,64,57,66,66,25,46,55,55,47,RB,DEFENDER
T. Roberts,20,181,68,57,74,69,44,54,60,41,50,"CAM, LM",ATTACKER
Kang Yun Koo,28,170,70,57,57,78,40,49,55,51,63,LM,MIDFIELDER
C. Bayiha,22,173,70,57,64,76,48,53,62,54,56,"RWB, RW",DEFENDER
J. Lalrinzuala,22,167,70,57,65,75,41,46,52,51,64,LB,DEFENDER
M. Kulke,20,177,72,57,72,67,52,55,59,52,53,"RB, RM, CM",DEFENDER
M. Al Thani,24,174,64,57,62,73,52,50,57,31,49,"LM, RM, ST",MIDFIELDER
A. Al Dakheel,25,184,72,57,61,52,24,45,41,58,60,CB,DEFENDER
J. Marsiglia,22,183,72,57,67,73,31,37,48,56,67,"LB, CB",DEFENDER
S. Shibata,20,168,64,57,70,63,48,55,66,53,52,"CDM, CM",MIDFIELDER
A. Al Shammari,22,174,63,57,68,76,49,55,62,26,39,"CAM, LM",ATTACKER
I. Acero,21,182,78,57,72,53,45,52,54,54,62,CDM,MIDFIELDER
M. Wørts,22,185,75,57,69,63,26,39,44,58,58,"CB, CDM",DEFENDER
B. Horton,20,178,75,57,69,70,25,42,53,53,59,LB,DEFENDER
T. Pugh,20,174,64,57,70,71,52,55,59,55,60,CM,MIDFIELDER
Y. Al Harbi,24,170,65,57,65,63,37,51,57,54,60,CDM,MIDFIELDER
N. Almas,21,177,68,57,71,63,26,34,37,55,68,CB,DEFENDER
T. Nakamura,20,186,78,57,66,47,49,41,40,55,67,"CB, ST",DEFENDER
J. Baccay,20,180,71,57,72,77,43,51,56,48,51,LB,DEFENDER
L. Müller,20,180,75,57,71,57,56,56,59,41,51,"CAM, CM",ATTACKER
Luo Yi,34,175,64,57,57,64,48,54,56,52,52,"LB, RB",DEFENDER
L. Singh,19,188,77,57,70,59,29,41,41,57,58,"CB, LB",DEFENDER
Wu Shaocong,21,192,80,57,70,63,50,54,55,55,65,"CB, LB",DEFENDER
L. Ivanovic,21,189,80,57,69,77,53,50,60,19,52,"ST, RW, CAM",ATTACKER
E. Holt,24,185,84,57,64,49,26,32,31,57,68,CB,DEFENDER
N. Vesterlund,22,185,79,57,69,70,35,36,55,57,64,"CB, LWB, RWB",DEFENDER
J. Rennicks,22,180,75,57,68,63,58,46,55,19,56,ST,ATTACKER
F. Bettache,20,185,73,57,68,63,43,55,57,51,60,"CM, CDM",MIDFIELDER
B. Davis,20,172,59,57,72,62,42,57,58,51,54,"CM, CDM",MIDFIELDER
R. Fernandes,25,172,68,57,60,72,44,52,57,40,58,"RM, CM",MIDFIELDER
C. Armiento,22,175,65,57,68,75,50,49,60,31,45,"LM, CAM",MIDFIELDER
Shin Jae Won,22,183,74,57,65,76,46,51,52,51,55,RWB,DEFENDER
F. Choudhary,24,182,67,57,63,75,42,49,60,39,56,"LM, RM, CF",MIDFIELDER
M. Lewis,19,170,57,57,70,68,44,56,57,32,39,"LM, CAM, RM",MIDFIELDER
P. Slørdahl,20,188,70,57,67,62,24,35,38,59,61,CB,DEFENDER
T. Leak,20,188,80,57,67,66,26,38,47,56,68,CB,DEFENDER
J. Young,19,186,77,57,68,69,56,40,56,24,62,ST,ATTACKER
J. Larsen,21,179,72,57,71,73,36,48,55,56,61,"CB, RB",DEFENDER
C. Parsons,20,176,68,57,68,83,47,55,56,43,44,"LM, RM",MIDFIELDER
M. Boyes,20,179,65,57,72,65,36,49,58,57,56,"CB, LB",DEFENDER
J. Barnett,20,179,75,57,68,63,43,52,61,53,55,"CDM, CM",MIDFIELDER
O. Bundgaard,20,182,72,57,69,70,46,51,57,52,57,LB,DEFENDER
C. Atanase,20,175,70,57,69,70,48,50,59,29,58,LM,MIDFIELDER
P. Besong,20,184,93,57,67,65,55,39,54,28,65,ST,ATTACKER
H. Saunders,23,180,69,57,63,76,56,46,59,22,47,ST,ATTACKER
J. Albrecht,19,182,78,57,74,52,47,56,59,53,54,"CDM, CM",MIDFIELDER
K. Kostorz,21,187,79,57,68,69,53,56,57,39,53,"ST, RM",ATTACKER
D. De Vita,21,189,77,57,67,61,30,37,41,56,67,CB,DEFENDER
C. Bombo,22,183,67,57,68,65,40,55,58,55,57,CDM,MIDFIELDER
E. Iversen,20,167,66,57,71,62,46,55,57,55,53,CM,MIDFIELDER
T. Tattermusch,20,194,89,57,68,64,58,45,57,25,53,ST,ATTACKER
A. Szczutowski,20,195,80,57,69,65,57,38,55,19,53,ST,ATTACKER
J. Justin,27,176,73,57,58,63,55,45,54,37,60,"ST, LW",ATTACKER
J. Ras,22,174,70,57,65,56,49,57,60,53,60,CM,MIDFIELDER
R. Roosken,21,183,70,57,70,72,31,35,52,57,54,RB,DEFENDER
U. Zengin,24,180,73,57,62,49,28,33,35,61,57,CB,DEFENDER
A. Moralez,20,190,75,57,74,62,31,39,42,56,69,CB,DEFENDER
D. Dudziński,19,181,72,57,70,63,54,53,59,34,52,CAM,ATTACKER
M. Wędrychowski,19,171,69,57,73,73,49,51,62,27,42,LM,MIDFIELDER
A. Senior,19,183,70,57,70,64,23,36,41,55,63,CB,DEFENDER
J. Courtney-Perkins,18,189,79,57,70,72,22,39,44,55,67,"CB, LWB",DEFENDER
K. Al Blooshi,22,171,60,57,66,64,44,56,62,31,45,"CAM, LM",ATTACKER
Lee Dong Ryul,21,177,66,57,71,72,56,45,59,19,50,CF,ATTACKER
Z. Issaka,24,174,75,57,63,68,55,53,58,50,63,"RB, RM",DEFENDER
L. Francillette,22,193,81,57,67,67,27,30,38,55,68,CB,DEFENDER
A. Al Qahtani,22,172,68,57,67,70,45,50,57,26,55,LM,MIDFIELDER
E. Walker,18,175,72,57,71,73,55,43,62,27,48,"LW, LWB",ATTACKER
A. Álvarez Wallace,20,180,76,57,74,63,49,51,54,52,58,CM,MIDFIELDER
J. Toledo,25,183,80,57,60,58,36,48,49,55,65,"CB, RB",DEFENDER
L. Schleimer,21,180,73,57,67,66,50,55,60,40,38,"CAM, CM, LW",ATTACKER
T. Clayton,20,183,71,57,73,61,32,40,45,57,60,CB,DEFENDER
L. Colaco,22,177,64,57,68,79,52,49,59,19,57,"RM, LM",MIDFIELDER
J. Carneiro,30,163,66,57,57,70,33,50,54,51,59,LB,DEFENDER
Rahul KP,21,167,63,57,66,89,53,46,60,35,47,"RM, LM, ST",MIDFIELDER
R. Cuéllar,24,170,61,57,65,69,34,50,52,54,64,CDM,MIDFIELDER
A. Rai,22,174,67,57,65,75,36,47,55,51,59,RB,DEFENDER
T. Dickson-Peters,18,180,73,57,70,69,60,43,57,20,45,ST,ATTACKER
G. Acosta,21,170,66,57,71,67,51,50,63,35,44,CAM,ATTACKER
B. Koumetio,18,195,81,57,78,53,32,41,36,58,60,CB,DEFENDER
R. Akbib,20,180,75,57,71,54,30,42,45,56,60,CB,DEFENDER
Ó. Colmán,20,180,75,57,71,63,57,33,54,25,55,ST,ATTACKER
B. Skaret,19,186,78,57,75,57,29,43,46,57,62,CB,DEFENDER
A. Greaves,20,177,71,57,68,65,41,51,54,53,58,CDM,MIDFIELDER
Koo Bon Chul,21,173,70,57,67,68,44,58,59,36,54,"RW, CM",ATTACKER
Jeon Jung Ho,22,171,62,57,69,67,54,54,60,41,53,"LW, LB",ATTACKER
A. Odoh,20,168,56,57,72,85,46,54,62,32,46,"LW, RW",ATTACKER
L. Rojas,19,180,82,57,74,64,49,56,58,34,55,"CAM, CM",ATTACKER
M. Cabral,20,175,68,57,65,68,55,44,55,35,49,ST,ATTACKER
A. Bernhardsson,22,185,73,57,65,77,51,53,57,42,53,LW,ATTACKER
F. Stojilković,21,185,80,57,71,58,57,43,56,27,63,ST,ATTACKER
S. Claure,21,182,71,57,66,62,45,55,56,40,50,RM,MIDFIELDER
K. Kamiya,24,183,76,57,63,54,33,40,43,55,66,"CB, CDM",DEFENDER
A. Alfaro,22,176,75,57,65,66,44,55,55,38,56,"LM, LW",MIDFIELDER
M. Olmedo,22,176,74,57,65,68,45,53,56,55,62,"CDM, CM",MIDFIELDER
Goh Young Jun,19,168,69,57,71,63,42,59,62,31,46,"CAM, CM",ATTACKER
D. Pecile,19,182,72,57,70,62,45,57,58,49,54,"CM, CDM",MIDFIELDER
L. Haakenson,23,178,79,57,63,78,54,55,54,36,55,"LW, LM, RM",ATTACKER
A. Zinga,20,185,70,57,66,57,57,42,57,18,51,ST,ATTACKER
M. Peltola,18,187,70,57,74,65,35,53,53,55,56,"CDM, CB",MIDFIELDER
H. Appiah Tawiah,22,191,83,57,68,66,34,37,40,55,73,"CB, RB, LB",DEFENDER
F. Clarke,18,169,58,57,73,71,48,53,58,29,41,CAM,ATTACKER
G. Tapia,19,178,78,57,77,69,51,47,62,25,38,RW,ATTACKER
J. Dorsett,19,185,74,57,75,61,26,38,41,57,66,CB,DEFENDER
D. Luna,18,173,60,57,72,58,50,52,57,33,43,CAM,ATTACKER
D. Glass,21,174,67,57,67,72,52,55,57,33,48,CAM,ATTACKER
A. Jatta,22,192,87,57,63,51,55,44,57,28,59,"ST, LW",ATTACKER
R. Nemoto,21,183,83,57,66,67,56,42,55,19,66,ST,ATTACKER
I. Schmidt,21,172,68,57,66,72,51,49,59,34,50,"RW, RM",ATTACKER
H. Koide,20,181,81,57,74,85,48,49,60,28,48,"RM, ST",MIDFIELDER
O. Dumont,19,182,70,57,69,65,44,57,57,43,41,"CAM, CM",ATTACKER
J. Roche,20,190,85,57,67,65,39,55,56,56,66,"CB, CM",DEFENDER
J. Rahou,18,176,69,57,70,57,58,59,60,48,50,"ST, CAM",ATTACKER
A. Simsir,19,178,70,57,74,73,55,50,58,41,54,"LW, ST",ATTACKER
J. Atencio,19,185,79,57,71,60,34,45,46,56,69,"CDM, CB",MIDFIELDER
N. Vouilloz,20,184,80,57,71,66,28,41,41,58,64,CB,DEFENDER
R. Bulić,20,192,83,57,67,55,35,47,51,56,60,"CB, CDM",DEFENDER
K. Koreniuk,23,182,79,57,65,71,50,52,56,25,51,LM,MIDFIELDER
N. Touglo,19,186,82,57,69,61,30,36,36,58,59,CB,DEFENDER
R. Cielemęcki,18,173,70,57,73,67,47,57,58,46,57,"CM, CAM",MIDFIELDER
I. Davies,19,175,65,57,74,77,58,43,60,19,48,ST,ATTACKER
A. Anderson,20,184,74,57,66,54,27,41,37,56,68,CB,DEFENDER
F. Nyenetue,20,175,70,57,71,83,53,48,58,26,56,RW,ATTACKER
S. Eriksen,20,170,62,57,69,73,44,52,58,52,41,RB,DEFENDER
B. Mruk,19,184,75,57,71,64,27,30,34,58,63,CB,DEFENDER
S. Morris,19,183,65,57,71,80,52,45,61,23,42,RW,ATTACKER
L. Neilson,18,184,73,57,74,67,27,41,47,56,66,"CB, RB",DEFENDER
A. Ișfan,21,177,71,57,67,67,53,60,58,33,57,"CAM, RM, LM",ATTACKER
L. Gordon,22,183,75,57,67,83,23,43,58,50,61,"LB, LWB",DEFENDER
L. Hakim,19,170,65,57,71,72,58,55,66,18,46,"ST, CF",ATTACKER
C. Nieuwenhof,20,181,73,57,70,64,48,56,62,54,45,"CDM, CM",MIDFIELDER
R. Jesuraj,24,170,67,57,60,71,46,53,58,27,58,RM,MIDFIELDER
M. Wyjadłowski,21,177,73,57,67,80,45,48,55,24,49,RM,MIDFIELDER
D. Cornelius,20,180,74,57,70,65,45,59,59,50,52,CM,MIDFIELDER
L. Florică,18,181,74,57,70,78,34,45,49,52,58,LB,DEFENDER
M. Xantippe,19,183,70,57,73,63,29,49,47,59,50,"CB, LB",DEFENDER
D. Neil,19,180,70,57,68,63,45,53,57,53,61,"CDM, LB",MIDFIELDER
N. Abbey,17,187,74,57,76,79,25,45,52,55,61,"CB, LB",DEFENDER
